origin_time,horizon,threshold,window_type,mainshock_mag,mainshock_time,days_since_mainshock,n_train_events,forecast_probability_etas,forecast_probability_poisson,observed_binary,n_observed_in_horizon
1986-01-14T20:20:01.680000+00:00,7d,5.0,post_mainshock,5.28,1986-01-07T20:20:01.680000+00:00,7,252,nan,0.0,1,2
1986-02-06T20:20:01.680000+00:00,7d,5.0,post_mainshock,5.28,1986-01-07T20:20:01.680000+00:00,30,255,nan,0.0,1,2
1986-01-09T19:04:17.980000+00:00,7d,5.0,post_mainshock,5.025,1986-01-08T19:04:17.980000+00:00,1,252,nan,0.0,0,0
1986-01-15T19:04:17.980000+00:00,7d,5.0,post_mainshock,5.025,1986-01-08T19:04:17.980000+00:00,7,252,nan,0.0,1,2
1986-02-07T19:04:17.980000+00:00,7d,5.0,post_mainshock,5.025,1986-01-08T19:04:17.980000+00:00,30,255,nan,0.0,1,2
1986-01-18T05:31:30.010000+00:00,7d,5.0,post_mainshock,5.025,1986-01-17T05:31:30.010000+00:00,1,253,nan,0.0,1,1
1986-01-24T05:31:30.010000+00:00,7d,5.0,post_mainshock,5.025,1986-01-17T05:31:30.010000+00:00,7,254,nan,0.0,1,1
1986-02-16T05:31:30.010000+00:00,7d,5.0,post_mainshock,5.025,1986-01-17T05:31:30.010000+00:00,30,258,nan,0.0,1,1
1986-01-19T07:44:49.850000+00:00,7d,5.0,post_mainshock,5.365,1986-01-18T07:44:49.850000+00:00,1,254,nan,0.0,0,0
1986-01-25T07:44:49.850000+00:00,7d,5.0,post_mainshock,5.365,1986-01-18T07:44:49.850000+00:00,7,254,nan,0.0,1,1
1986-02-17T07:44:49.850000+00:00,7d,5.0,post_mainshock,5.365,1986-01-18T07:44:49.850000+00:00,30,258,nan,0.0,1,1
1986-01-28T08:35:06.260000+00:00,7d,5.0,post_mainshock,5.11,1986-01-27T08:35:06.260000+00:00,1,255,nan,0.0,0,0
1986-02-03T08:35:06.260000+00:00,7d,5.0,post_mainshock,5.11,1986-01-27T08:35:06.260000+00:00,7,255,nan,0.0,1,1
1986-02-26T08:35:06.260000+00:00,7d,5.0,post_mainshock,5.11,1986-01-27T08:35:06.260000+00:00,30,259,nan,0.0,0,0
1986-02-09T00:28:54.550000+00:00,7d,5.0,post_mainshock,5.4,1986-02-08T00:28:54.550000+00:00,1,257,nan,0.0,1,1
1986-02-15T00:28:54.550000+00:00,7d,5.0,post_mainshock,5.4,1986-02-08T00:28:54.550000+00:00,7,258,nan,0.0,1,1
1986-03-10T00:28:54.550000+00:00,7d,5.0,post_mainshock,5.4,1986-02-08T00:28:54.550000+00:00,30,259,nan,0.0,0,0
1986-02-14T13:09:42.120000+00:00,7d,5.0,post_mainshock,5.025,1986-02-13T13:09:42.120000+00:00,1,258,nan,0.0,1,1
1986-02-20T13:09:42.120000+00:00,7d,5.0,post_mainshock,5.025,1986-02-13T13:09:42.120000+00:00,7,259,nan,0.0,0,0
1986-03-15T13:09:42.120000+00:00,7d,5.0,post_mainshock,5.025,1986-02-13T13:09:42.120000+00:00,30,259,nan,0.0,0,0
1986-02-20T17:34:24.770000+00:00,7d,5.0,post_mainshock,5.3,1986-02-19T17:34:24.770000+00:00,1,259,nan,0.0,0,0
1986-02-26T17:34:24.770000+00:00,7d,5.0,post_mainshock,5.3,1986-02-19T17:34:24.770000+00:00,7,259,nan,0.0,0,0
1986-03-21T17:34:24.770000+00:00,7d,5.0,post_mainshock,5.3,1986-02-19T17:34:24.770000+00:00,30,259,nan,0.0,0,0
1986-04-18T13:15:57+00:00,7d,5.0,post_mainshock,5.28,1986-04-17T13:15:57+00:00,1,260,nan,0.0,0,0
1986-04-24T13:15:57+00:00,7d,5.0,post_mainshock,5.28,1986-04-17T13:15:57+00:00,7,261,nan,0.0,1,1
1986-05-17T13:15:57+00:00,7d,5.0,post_mainshock,5.28,1986-04-17T13:15:57+00:00,30,263,nan,0.0,0,0
1986-04-27T00:25:59.620000+00:00,7d,5.0,post_mainshock,5.1,1986-04-26T00:25:59.620000+00:00,1,262,nan,0.0,0,0
1986-05-03T00:25:59.620000+00:00,7d,5.0,post_mainshock,5.1,1986-04-26T00:25:59.620000+00:00,7,262,nan,0.0,1,1
1986-05-26T00:25:59.620000+00:00,7d,5.0,post_mainshock,5.1,1986-04-26T00:25:59.620000+00:00,30,263,nan,0.0,0,0
1986-05-10T23:02:26.660000+00:00,7d,5.0,post_mainshock,5.195,1986-05-09T23:02:26.660000+00:00,1,263,nan,0.0,0,0
1986-05-16T23:02:26.660000+00:00,7d,5.0,post_mainshock,5.195,1986-05-09T23:02:26.660000+00:00,7,263,nan,0.0,0,0
1986-06-08T23:02:26.660000+00:00,7d,5.0,post_mainshock,5.195,1986-05-09T23:02:26.660000+00:00,30,263,nan,0.0,0,0
1986-07-24T05:18:33.980000+00:00,7d,5.0,post_mainshock,5.62,1986-07-23T05:18:33.980000+00:00,1,264,nan,0.0,1,1
1986-07-30T05:18:33.980000+00:00,7d,5.0,post_mainshock,5.62,1986-07-23T05:18:33.980000+00:00,7,265,nan,0.0,0,0
1986-08-22T05:18:33.980000+00:00,7d,5.0,post_mainshock,5.62,1986-07-23T05:18:33.980000+00:00,30,267,nan,0.0,0,0
1986-07-27T20:24:47.880000+00:00,7d,5.0,post_mainshock,5.5,1986-07-26T20:24:47.880000+00:00,1,265,nan,0.0,0,0
1986-08-02T20:24:47.880000+00:00,7d,5.0,post_mainshock,5.5,1986-07-26T20:24:47.880000+00:00,7,265,nan,0.0,0,0
1986-08-25T20:24:47.880000+00:00,7d,5.0,post_mainshock,5.5,1986-07-26T20:24:47.880000+00:00,30,267,nan,0.0,0,0
1986-09-11T07:50:25.570000+00:00,7d,5.0,post_mainshock,5.45,1986-09-10T07:50:25.570000+00:00,1,268,nan,0.0,0,0
1986-09-17T07:50:25.570000+00:00,7d,5.0,post_mainshock,5.45,1986-09-10T07:50:25.570000+00:00,7,268,nan,0.0,0,0
1986-10-10T07:50:25.570000+00:00,7d,5.0,post_mainshock,5.45,1986-09-10T07:50:25.570000+00:00,30,269,nan,0.0,1,1
1986-10-15T14:03:02.020000+00:00,7d,5.0,post_mainshock,5.025,1986-10-14T14:03:02.020000+00:00,1,270,nan,0.0,0,0
1986-10-21T14:03:02.020000+00:00,7d,5.0,post_mainshock,5.025,1986-10-14T14:03:02.020000+00:00,7,270,nan,0.0,0,0
1986-11-13T14:03:02.020000+00:00,7d,5.0,post_mainshock,5.025,1986-10-14T14:03:02.020000+00:00,30,271,nan,0.0,0,0
1987-01-01T15:49:52.980000+00:00,7d,5.0,post_mainshock,5.11,1986-12-31T15:49:52.980000+00:00,1,273,nan,0.0,0,0
1987-01-07T15:49:52.980000+00:00,7d,5.0,post_mainshock,5.11,1986-12-31T15:49:52.980000+00:00,7,273,nan,0.0,0,0
1987-01-30T15:49:52.980000+00:00,7d,5.0,post_mainshock,5.11,1986-12-31T15:49:52.980000+00:00,30,274,nan,0.0,0,0
1987-01-25T10:34:26.160000+00:00,7d,5.0,post_mainshock,5.195,1987-01-24T10:34:26.160000+00:00,1,274,nan,0.0,0,0
1987-01-31T10:34:26.160000+00:00,7d,5.0,post_mainshock,5.195,1987-01-24T10:34:26.160000+00:00,7,274,nan,0.0,0,0
1987-02-23T10:34:26.160000+00:00,7d,5.0,post_mainshock,5.195,1987-01-24T10:34:26.160000+00:00,30,277,nan,0.0,0,0
1987-02-14T19:20:16.730000+00:00,7d,5.0,post_mainshock,5.11,1987-02-13T19:20:16.730000+00:00,1,276,nan,0.0,0,0
1987-02-20T19:20:16.730000+00:00,7d,5.0,post_mainshock,5.11,1987-02-13T19:20:16.730000+00:00,7,277,nan,0.0,0,0
1987-03-15T19:20:16.730000+00:00,7d,5.0,post_mainshock,5.11,1987-02-13T19:20:16.730000+00:00,30,277,nan,0.0,0,0
1987-04-30T00:15:27.270000+00:00,7d,5.0,post_mainshock,5.535,1987-04-29T00:15:27.270000+00:00,1,281,nan,0.0,0,0
1987-05-06T00:15:27.270000+00:00,7d,5.0,post_mainshock,5.535,1987-04-29T00:15:27.270000+00:00,7,281,nan,0.0,0,0
1987-05-29T00:15:27.270000+00:00,7d,5.0,post_mainshock,5.535,1987-04-29T00:15:27.270000+00:00,30,282,nan,0.0,0,0
1987-04-30T05:15:34.270000+00:00,7d,5.0,post_mainshock,5.365,1987-04-29T05:15:34.270000+00:00,1,281,nan,0.0,0,0
1987-05-06T05:15:34.270000+00:00,7d,5.0,post_mainshock,5.365,1987-04-29T05:15:34.270000+00:00,7,281,nan,0.0,0,0
1987-05-29T05:15:34.270000+00:00,7d,5.0,post_mainshock,5.365,1987-04-29T05:15:34.270000+00:00,30,282,nan,0.0,0,0
1987-05-19T01:53:51.040000+00:00,7d,5.0,post_mainshock,6.3,1987-05-18T01:53:51.040000+00:00,1,282,nan,0.0,0,0
1987-05-25T01:53:51.040000+00:00,7d,5.0,post_mainshock,6.3,1987-05-18T01:53:51.040000+00:00,7,282,nan,0.0,0,0
1987-06-17T01:53:51.040000+00:00,7d,5.0,post_mainshock,6.3,1987-05-18T01:53:51.040000+00:00,30,286,nan,0.0,0,0
1987-07-18T21:12:33.590000+00:00,7d,5.0,post_mainshock,5.11,1987-07-17T21:12:33.590000+00:00,1,288,nan,0.0,1,1
1987-07-24T21:12:33.590000+00:00,7d,5.0,post_mainshock,5.11,1987-07-17T21:12:33.590000+00:00,7,289,nan,0.0,0,0
1987-08-16T21:12:33.590000+00:00,7d,5.0,post_mainshock,5.11,1987-07-17T21:12:33.590000+00:00,30,289,nan,0.0,0,0
1987-07-20T22:49:11.420000+00:00,7d,5.0,post_mainshock,5.025,1987-07-19T22:49:11.420000+00:00,1,289,nan,0.0,0,0
1987-07-26T22:49:11.420000+00:00,7d,5.0,post_mainshock,5.025,1987-07-19T22:49:11.420000+00:00,7,289,nan,0.0,0,0
1987-08-18T22:49:11.420000+00:00,7d,5.0,post_mainshock,5.025,1987-07-19T22:49:11.420000+00:00,30,289,nan,0.0,1,1
1987-08-25T09:24:40.590000+00:00,7d,5.0,post_mainshock,5.3,1987-08-24T09:24:40.590000+00:00,1,290,nan,0.0,0,0
1987-08-31T09:24:40.590000+00:00,7d,5.0,post_mainshock,5.3,1987-08-24T09:24:40.590000+00:00,7,291,nan,0.0,1,3
1987-09-23T09:24:40.590000+00:00,7d,5.0,post_mainshock,5.3,1987-08-24T09:24:40.590000+00:00,30,295,nan,0.0,0,0
1987-09-04T00:52:55.370000+00:00,7d,5.0,post_mainshock,5.11,1987-09-03T00:52:55.370000+00:00,1,292,nan,0.0,1,2
1987-09-10T00:52:55.370000+00:00,7d,5.0,post_mainshock,5.11,1987-09-03T00:52:55.370000+00:00,7,295,nan,0.0,0,0
1987-10-03T00:52:55.370000+00:00,7d,5.0,post_mainshock,5.11,1987-09-03T00:52:55.370000+00:00,30,297,nan,0.0,0,0
1987-09-06T08:41:07.560000+00:00,7d,5.0,post_mainshock,5.11,1987-09-05T08:41:07.560000+00:00,1,293,nan,0.0,1,1
1987-09-12T08:41:07.560000+00:00,7d,5.0,post_mainshock,5.11,1987-09-05T08:41:07.560000+00:00,7,295,nan,0.0,0,0
1987-10-05T08:41:07.560000+00:00,7d,5.0,post_mainshock,5.11,1987-09-05T08:41:07.560000+00:00,30,297,nan,0.0,0,0
1987-09-07T23:38:52.400000+00:00,7d,5.0,post_mainshock,5.365,1987-09-06T23:38:52.400000+00:00,1,294,nan,0.0,0,0
1987-09-13T23:38:52.400000+00:00,7d,5.0,post_mainshock,5.365,1987-09-06T23:38:52.400000+00:00,7,295,nan,0.0,0,0
1987-10-06T23:38:52.400000+00:00,7d,5.0,post_mainshock,5.365,1987-09-06T23:38:52.400000+00:00,30,297,nan,0.0,0,0
1987-10-16T16:22:50.400000+00:00,7d,5.0,post_mainshock,5.025,1987-10-15T16:22:50.400000+00:00,1,298,nan,0.0,0,0
1987-10-22T16:22:50.400000+00:00,7d,5.0,post_mainshock,5.025,1987-10-15T16:22:50.400000+00:00,7,298,nan,0.0,0,0
1987-11-14T16:22:50.400000+00:00,7d,5.0,post_mainshock,5.025,1987-10-15T16:22:50.400000+00:00,30,298,nan,0.0,0,0
1987-12-02T08:50:40.240000+00:00,7d,5.0,post_mainshock,5.195,1987-12-01T08:50:40.240000+00:00,1,302,nan,0.0,0,0
1987-12-08T08:50:40.240000+00:00,7d,5.0,post_mainshock,5.195,1987-12-01T08:50:40.240000+00:00,7,302,nan,0.0,0,0
1987-12-31T08:50:40.240000+00:00,7d,5.0,post_mainshock,5.195,1987-12-01T08:50:40.240000+00:00,30,303,nan,0.0,1,1
1988-01-02T22:14:42.820000+00:00,7d,5.0,post_mainshock,5.45,1988-01-01T22:14:42.820000+00:00,1,304,nan,0.0,0,0
1988-01-08T22:14:42.820000+00:00,7d,5.0,post_mainshock,5.45,1988-01-01T22:14:42.820000+00:00,7,304,nan,0.0,0,0
1988-01-31T22:14:42.820000+00:00,7d,5.0,post_mainshock,5.45,1988-01-01T22:14:42.820000+00:00,30,305,nan,0.0,1,1
1988-02-07T14:50:45.290000+00:00,7d,5.0,post_mainshock,5.9,1988-02-06T14:50:45.290000+00:00,1,306,nan,0.0,0,0
1988-02-13T14:50:45.290000+00:00,7d,5.0,post_mainshock,5.9,1988-02-06T14:50:45.290000+00:00,7,307,nan,0.0,1,2
1988-03-07T14:50:45.290000+00:00,7d,5.0,post_mainshock,5.9,1988-02-06T14:50:45.290000+00:00,30,314,nan,0.0,0,0
1988-02-16T02:19:33.770000+00:00,7d,5.0,post_mainshock,5.025,1988-02-15T02:19:33.770000+00:00,1,308,nan,0.0,1,1
1988-02-22T02:19:33.770000+00:00,7d,5.0,post_mainshock,5.025,1988-02-15T02:19:33.770000+00:00,7,310,nan,0.0,1,1
1988-03-16T02:19:33.770000+00:00,7d,5.0,post_mainshock,5.025,1988-02-15T02:19:33.770000+00:00,30,314,nan,0.0,0,0
1988-02-18T06:30:13.180000+00:00,7d,5.0,post_mainshock,5.11,1988-02-17T06:30:13.180000+00:00,1,310,nan,0.0,1,1
1988-02-24T06:30:13.180000+00:00,7d,5.0,post_mainshock,5.11,1988-02-17T06:30:13.180000+00:00,7,311,nan,0.0,1,1
1988-03-18T06:30:13.180000+00:00,7d,5.0,post_mainshock,5.11,1988-02-17T06:30:13.180000+00:00,30,314,nan,0.0,0,0
1988-02-25T14:07:28.900000+00:00,7d,5.0,post_mainshock,5.195,1988-02-24T14:07:28.900000+00:00,1,312,nan,0.0,0,0
1988-03-02T14:07:28.900000+00:00,7d,5.0,post_mainshock,5.195,1988-02-24T14:07:28.900000+00:00,7,313,nan,0.0,1,1
1988-03-25T14:07:28.900000+00:00,7d,5.0,post_mainshock,5.195,1988-02-24T14:07:28.900000+00:00,30,314,nan,0.0,0,0
1988-03-07T04:43:17.500000+00:00,7d,5.0,post_mainshock,5.025,1988-03-06T04:43:17.500000+00:00,1,314,nan,0.0,0,0
1988-03-13T04:43:17.500000+00:00,7d,5.0,post_mainshock,5.025,1988-03-06T04:43:17.500000+00:00,7,314,nan,0.0,0,0
1988-04-05T04:43:17.500000+00:00,7d,5.0,post_mainshock,5.025,1988-03-06T04:43:17.500000+00:00,30,314,nan,0.0,0,0
1988-05-27T16:30:05.770000+00:00,7d,5.0,post_mainshock,5.025,1988-05-26T16:30:05.770000+00:00,1,317,nan,0.0,0,0
1988-06-02T16:30:05.770000+00:00,7d,5.0,post_mainshock,5.025,1988-05-26T16:30:05.770000+00:00,7,317,nan,0.0,0,0
1988-06-25T16:30:05.770000+00:00,7d,5.0,post_mainshock,5.025,1988-05-26T16:30:05.770000+00:00,30,317,nan,0.0,1,1
1988-06-29T20:52:57.190000+00:00,7d,5.0,post_mainshock,5.025,1988-06-28T20:52:57.190000+00:00,1,319,nan,0.0,1,1
1988-07-05T20:52:57.190000+00:00,7d,5.0,post_mainshock,5.025,1988-06-28T20:52:57.190000+00:00,7,320,nan,0.0,1,1
1988-07-28T20:52:57.190000+00:00,7d,5.0,post_mainshock,5.025,1988-06-28T20:52:57.190000+00:00,30,322,nan,0.0,0,0
1988-07-04T08:19:18.810000+00:00,7d,5.0,post_mainshock,5.1,1988-07-03T08:19:18.810000+00:00,1,320,nan,0.0,1,1
1988-07-10T08:19:18.810000+00:00,7d,5.0,post_mainshock,5.1,1988-07-03T08:19:18.810000+00:00,7,321,nan,0.0,0,0
1988-08-02T08:19:18.810000+00:00,7d,5.0,post_mainshock,5.1,1988-07-03T08:19:18.810000+00:00,30,323,nan,0.0,1,2
1988-07-11T03:31:30.630000+00:00,7d,5.0,post_mainshock,5.11,1988-07-10T03:31:30.630000+00:00,1,321,nan,0.0,0,0
1988-07-17T03:31:30.630000+00:00,7d,5.0,post_mainshock,5.11,1988-07-10T03:31:30.630000+00:00,7,322,nan,0.0,0,0
1988-08-09T03:31:30.630000+00:00,7d,5.0,post_mainshock,5.11,1988-07-10T03:31:30.630000+00:00,30,328,nan,0.0,1,1
1988-08-07T00:36:24.650000+00:00,7d,5.0,post_mainshock,7.3,1988-08-06T00:36:24.650000+00:00,1,325,nan,0.0,1,2
1988-08-13T00:36:24.650000+00:00,7d,5.0,post_mainshock,7.3,1988-08-06T00:36:24.650000+00:00,7,328,nan,0.0,1,1
1988-09-05T00:36:24.650000+00:00,7d,5.0,post_mainshock,7.3,1988-08-06T00:36:24.650000+00:00,30,331,nan,0.0,0,0
1988-08-09T16:14:22.730000+00:00,7d,5.0,post_mainshock,5.11,1988-08-08T16:14:22.730000+00:00,1,328,nan,0.0,1,1
1988-08-15T16:14:22.730000+00:00,7d,5.0,post_mainshock,5.11,1988-08-08T16:14:22.730000+00:00,7,329,nan,0.0,1,1
1988-09-07T16:14:22.730000+00:00,7d,5.0,post_mainshock,5.11,1988-08-08T16:14:22.730000+00:00,30,331,nan,0.0,0,0
1988-08-14T19:59:51.100000+00:00,7d,5.0,post_mainshock,5.1,1988-08-13T19:59:51.100000+00:00,1,329,nan,0.0,1,1
1988-08-20T19:59:51.100000+00:00,7d,5.0,post_mainshock,5.1,1988-08-13T19:59:51.100000+00:00,7,329,nan,0.0,1,1
1988-09-12T19:59:51.100000+00:00,7d,5.0,post_mainshock,5.1,1988-08-13T19:59:51.100000+00:00,30,332,nan,0.0,0,0
1988-08-22T13:16:28.950000+00:00,7d,5.0,post_mainshock,5.2,1988-08-21T13:16:28.950000+00:00,1,330,nan,0.0,0,0
1988-08-28T13:16:28.950000+00:00,7d,5.0,post_mainshock,5.2,1988-08-21T13:16:28.950000+00:00,7,330,nan,0.0,0,0
1988-09-20T13:16:28.950000+00:00,7d,5.0,post_mainshock,5.2,1988-08-21T13:16:28.950000+00:00,30,334,nan,0.0,0,0
1988-09-28T19:10:10.700000+00:00,7d,5.0,post_mainshock,5.42,1988-09-27T19:10:10.700000+00:00,1,335,nan,0.0,0,0
1988-10-04T19:10:10.700000+00:00,7d,5.0,post_mainshock,5.42,1988-09-27T19:10:10.700000+00:00,7,335,nan,0.0,0,0
1988-10-27T19:10:10.700000+00:00,7d,5.0,post_mainshock,5.42,1988-09-27T19:10:10.700000+00:00,30,339,nan,0.0,0,0
1988-10-24T11:43:09.740000+00:00,7d,5.0,post_mainshock,5.1,1988-10-23T11:43:09.740000+00:00,1,339,nan,0.0,0,0
1988-10-30T11:43:09.740000+00:00,7d,5.0,post_mainshock,5.1,1988-10-23T11:43:09.740000+00:00,7,339,nan,0.0,0,0
1988-11-22T11:43:09.740000+00:00,7d,5.0,post_mainshock,5.1,1988-10-23T11:43:09.740000+00:00,30,339,nan,0.0,1,1
1988-11-28T07:12:42.400000+00:00,7d,5.0,post_mainshock,5.45,1988-11-27T07:12:42.400000+00:00,1,340,nan,0.0,1,2
1988-12-04T07:12:42.400000+00:00,7d,5.0,post_mainshock,5.45,1988-11-27T07:12:42.400000+00:00,7,341,nan,0.0,1,1
1988-12-27T07:12:42.400000+00:00,7d,5.0,post_mainshock,5.45,1988-11-27T07:12:42.400000+00:00,30,344,nan,0.0,1,1
1988-12-01T03:09:43.490000+00:00,7d,5.0,post_mainshock,5.195,1988-11-30T03:09:43.490000+00:00,1,341,nan,0.0,1,1
1988-12-07T03:09:43.490000+00:00,7d,5.0,post_mainshock,5.195,1988-11-30T03:09:43.490000+00:00,7,343,nan,0.0,0,0
1988-12-30T03:09:43.490000+00:00,7d,5.0,post_mainshock,5.195,1988-11-30T03:09:43.490000+00:00,30,345,nan,0.0,0,0
1988-12-05T19:43:09.810000+00:00,7d,5.0,post_mainshock,5.025,1988-12-04T19:43:09.810000+00:00,1,343,nan,0.0,0,0
1988-12-11T19:43:09.810000+00:00,7d,5.0,post_mainshock,5.025,1988-12-04T19:43:09.810000+00:00,7,343,nan,0.0,0,0
1989-01-03T19:43:09.810000+00:00,7d,5.0,post_mainshock,5.025,1988-12-04T19:43:09.810000+00:00,30,347,nan,0.0,0,0
1988-12-21T09:45:43.690000+00:00,7d,5.0,post_mainshock,5.28,1988-12-20T09:45:43.690000+00:00,1,344,nan,0.0,1,1
1988-12-27T09:45:43.690000+00:00,7d,5.0,post_mainshock,5.28,1988-12-20T09:45:43.690000+00:00,7,344,nan,0.0,1,1
1989-01-19T09:45:43.690000+00:00,7d,5.0,post_mainshock,5.28,1988-12-20T09:45:43.690000+00:00,30,348,nan,0.0,0,0
1988-12-28T18:15:52.320000+00:00,7d,5.0,post_mainshock,5.195,1988-12-27T18:15:52.320000+00:00,1,345,nan,0.0,0,0
1989-01-03T18:15:52.320000+00:00,7d,5.0,post_mainshock,5.195,1988-12-27T18:15:52.320000+00:00,7,347,nan,0.0,0,0
1989-01-26T18:15:52.320000+00:00,7d,5.0,post_mainshock,5.195,1988-12-27T18:15:52.320000+00:00,30,348,nan,0.0,0,0
1989-03-09T20:02:03.850000+00:00,7d,5.0,post_mainshock,5.365,1989-03-08T20:02:03.850000+00:00,1,351,nan,0.0,0,0
1989-03-15T20:02:03.850000+00:00,7d,5.0,post_mainshock,5.365,1989-03-08T20:02:03.850000+00:00,7,352,nan,0.0,0,0
1989-04-07T20:02:03.850000+00:00,7d,5.0,post_mainshock,5.365,1989-03-08T20:02:03.850000+00:00,30,354,nan,0.0,1,1
1989-04-04T19:39:32.280000+00:00,7d,5.0,post_mainshock,5.6,1989-04-03T19:39:32.280000+00:00,1,353,nan,0.0,0,0
1989-04-10T19:39:32.280000+00:00,7d,5.0,post_mainshock,5.6,1989-04-03T19:39:32.280000+00:00,7,354,nan,0.0,1,2
1989-05-03T19:39:32.280000+00:00,7d,5.0,post_mainshock,5.6,1989-04-03T19:39:32.280000+00:00,30,359,nan,0.0,0,0
1989-04-14T07:25:36.700000+00:00,7d,5.0,post_mainshock,5.5,1989-04-13T07:25:36.700000+00:00,1,355,nan,0.0,1,1
1989-04-20T07:25:36.700000+00:00,7d,5.0,post_mainshock,5.5,1989-04-13T07:25:36.700000+00:00,7,356,nan,0.0,1,2
1989-05-13T07:25:36.700000+00:00,7d,5.0,post_mainshock,5.5,1989-04-13T07:25:36.700000+00:00,30,359,nan,0.0,0,0
1989-04-17T11:49:38.640000+00:00,7d,5.0,post_mainshock,5.025,1989-04-16T11:49:38.640000+00:00,1,356,nan,0.0,1,1
1989-04-23T11:49:38.640000+00:00,7d,5.0,post_mainshock,5.025,1989-04-16T11:49:38.640000+00:00,7,357,nan,0.0,1,1
1989-05-16T11:49:38.640000+00:00,7d,5.0,post_mainshock,5.025,1989-04-16T11:49:38.640000+00:00,30,359,nan,0.0,0,0
1989-04-22T12:46:29.700000+00:00,7d,5.0,post_mainshock,5.025,1989-04-21T12:46:29.700000+00:00,1,357,nan,0.0,1,1
1989-04-28T12:46:29.700000+00:00,7d,5.0,post_mainshock,5.025,1989-04-21T12:46:29.700000+00:00,7,358,nan,0.0,0,0
1989-05-21T12:46:29.700000+00:00,7d,5.0,post_mainshock,5.025,1989-04-21T12:46:29.700000+00:00,30,359,nan,0.0,0,0
1989-04-25T18:11:41.430000+00:00,7d,5.0,post_mainshock,5.025,1989-04-24T18:11:41.430000+00:00,1,358,nan,0.0,0,0
1989-05-01T18:11:41.430000+00:00,7d,5.0,post_mainshock,5.025,1989-04-24T18:11:41.430000+00:00,7,359,nan,0.0,0,0
1989-05-24T18:11:41.430000+00:00,7d,5.0,post_mainshock,5.025,1989-04-24T18:11:41.430000+00:00,30,359,nan,0.0,0,0
1989-06-13T00:04:09.760000+00:00,7d,5.0,post_mainshock,5.8,1989-06-12T00:04:09.760000+00:00,1,362,nan,0.0,0,0
1989-06-19T00:04:09.760000+00:00,7d,5.0,post_mainshock,5.8,1989-06-12T00:04:09.760000+00:00,7,362,nan,0.0,0,0
1989-07-12T00:04:09.760000+00:00,7d,5.0,post_mainshock,5.8,1989-06-12T00:04:09.760000+00:00,30,366,nan,0.0,1,1
1989-06-29T12:08:32.420000+00:00,7d,5.0,post_mainshock,5.28,1989-06-28T12:08:32.420000+00:00,1,364,nan,0.0,1,1
1989-07-05T12:08:32.420000+00:00,7d,5.0,post_mainshock,5.28,1989-06-28T12:08:32.420000+00:00,7,365,nan,0.0,0,0
1989-07-28T12:08:32.420000+00:00,7d,5.0,post_mainshock,5.28,1989-06-28T12:08:32.420000+00:00,30,367,nan,0.0,0,0
1989-07-03T07:55:16.080000+00:00,7d,5.0,post_mainshock,5.195,1989-07-02T07:55:16.080000+00:00,1,365,nan,0.0,0,0
1989-07-09T07:55:16.080000+00:00,7d,5.0,post_mainshock,5.195,1989-07-02T07:55:16.080000+00:00,7,365,nan,0.0,1,1
1989-08-01T07:55:16.080000+00:00,7d,5.0,post_mainshock,5.195,1989-07-02T07:55:16.080000+00:00,30,368,nan,0.0,0,0
1989-07-16T00:09:16.120000+00:00,7d,5.0,post_mainshock,5.6,1989-07-15T00:09:16.120000+00:00,1,367,nan,0.0,0,0
1989-07-22T00:09:16.120000+00:00,7d,5.0,post_mainshock,5.6,1989-07-15T00:09:16.120000+00:00,7,367,nan,0.0,0,0
1989-08-14T00:09:16.120000+00:00,7d,5.0,post_mainshock,5.6,1989-07-15T00:09:16.120000+00:00,30,369,nan,0.0,0,0
1989-08-10T16:01:25.430000+00:00,7d,5.0,post_mainshock,5.45,1989-08-09T16:01:25.430000+00:00,1,369,nan,0.0,0,0
1989-08-16T16:01:25.430000+00:00,7d,5.0,post_mainshock,5.45,1989-08-09T16:01:25.430000+00:00,7,369,nan,0.0,0,0
1989-09-08T16:01:25.430000+00:00,7d,5.0,post_mainshock,5.45,1989-08-09T16:01:25.430000+00:00,30,369,nan,0.0,0,0
1989-09-25T10:55:20.910000+00:00,7d,5.0,post_mainshock,5.4,1989-09-24T10:55:20.910000+00:00,1,371,nan,0.0,0,0
1989-10-01T10:55:20.910000+00:00,7d,5.0,post_mainshock,5.4,1989-09-24T10:55:20.910000+00:00,7,371,nan,0.0,0,0
1989-10-24T10:55:20.910000+00:00,7d,5.0,post_mainshock,5.4,1989-09-24T10:55:20.910000+00:00,30,372,nan,0.0,0,0
1989-12-03T19:44:26.770000+00:00,7d,5.0,post_mainshock,5.3,1989-12-02T19:44:26.770000+00:00,1,375,nan,0.0,1,2
1989-12-09T19:44:26.770000+00:00,7d,5.0,post_mainshock,5.3,1989-12-02T19:44:26.770000+00:00,7,377,nan,0.0,0,0
1990-01-01T19:44:26.770000+00:00,7d,5.0,post_mainshock,5.3,1989-12-02T19:44:26.770000+00:00,30,380,nan,0.0,0,0
1989-12-04T10:58:18.080000+00:00,7d,5.0,post_mainshock,5.025,1989-12-03T10:58:18.080000+00:00,1,375,nan,0.0,1,2
1989-12-10T10:58:18.080000+00:00,7d,5.0,post_mainshock,5.025,1989-12-03T10:58:18.080000+00:00,7,377,nan,0.0,0,0
