origin_time,horizon,threshold,n_train_events,train_exposure_years,forecast_rate_per_year,forecast_probability,forecast_ci_lower,forecast_ci_upper,n_observed_in_horizon,observed_binary
1995-01-01T00:00:00+00:00,30d,5.0,299,21.79,13.722072,0.676019,0.633195,0.717008,1,1
1996-01-01T00:00:00+00:00,30d,5.0,309,22.876,13.507667,0.670263,0.628123,0.710708,1,1
1997-01-01T00:00:00+00:00,30d,5.0,318,23.852,13.332088,0.665473,0.623929,0.705434,0,0
1998-01-01T00:00:00+00:00,30d,5.0,330,24.882,13.262532,0.663557,0.62279,0.702823,0,0
1999-01-01T00:00:00+00:00,30d,5.0,341,25.86,13.186278,0.661443,0.621351,0.70011,0,0
2000-01-01T00:00:00+00:00,30d,5.0,345,26.885,12.832295,0.651455,0.611589,0.690032,2,1
2001-01-01T00:00:00+00:00,30d,5.0,354,27.865,12.704271,0.64777,0.60843,0.685898,0,0
2002-01-01T00:00:00+00:00,30d,5.0,367,28.868,12.713013,0.648023,0.609403,0.685471,0,0
2003-01-01T00:00:00+00:00,30d,5.0,372,29.879,12.450253,0.640344,0.602006,0.67761,0,0
2004-01-01T00:00:00+00:00,30d,5.0,381,30.879,12.338426,0.637026,0.599165,0.673874,0,0
2005-01-01T00:00:00+00:00,30d,5.0,387,31.828,12.159099,0.63164,0.594105,0.668234,0,0
2006-01-01T00:00:00+00:00,30d,5.0,396,32.887,12.041121,0.628053,0.590976,0.664246,0,0
2007-01-01T00:00:00+00:00,30d,5.0,412,33.815,12.183864,0.632388,0.596031,0.667855,1,1
2008-01-01T00:00:00+00:00,30d,5.0,420,34.877,12.042324,0.62809,0.59211,0.663237,0,0
2009-01-01T00:00:00+00:00,30d,5.0,428,35.871,11.931688,0.624695,0.58908,0.659523,1,1
2010-01-01T00:00:00+00:00,30d,5.0,447,36.888,12.117862,0.63039,0.595525,0.664454,0,0
2011-01-01T00:00:00+00:00,30d,5.0,452,37.882,11.931787,0.624698,0.590061,0.658591,2,1
2012-01-01T00:00:00+00:00,30d,5.0,470,38.873,12.090742,0.629566,0.595586,0.662791,0,0
2013-01-01T00:00:00+00:00,30d,5.0,494,39.886,12.385382,0.638423,0.605264,0.670794,2,1
2014-01-01T00:00:00+00:00,30d,5.0,508,40.886,12.42472,0.639589,0.606898,0.671506,3,1
2015-01-01T00:00:00+00:00,30d,5.0,521,41.888,12.438012,0.639982,0.607709,0.671498,1,1
2016-01-01T00:00:00+00:00,30d,5.0,531,42.864,12.387915,0.638498,0.606539,0.669725,1,1
2017-01-01T00:00:00+00:00,30d,5.0,546,43.876,12.444291,0.640168,0.608657,0.670955,2,1
2018-01-01T00:00:00+00:00,30d,5.0,558,44.881,12.432969,0.639833,0.60867,0.670291,1,1
2019-01-01T00:00:00+00:00,30d,5.0,568,45.887,12.37812,0.638207,0.607328,0.668404,2,1
2020-01-01T00:00:00+00:00,30d,5.0,584,46.862,12.462054,0.640693,0.610244,0.670462,0,0
2021-01-01T00:00:00+00:00,30d,5.0,601,47.855,12.558741,0.643535,0.613525,0.672866,0,0
2022-01-01T00:00:00+00:00,30d,5.0,618,48.878,12.643747,0.646015,0.616428,0.674927,1,1
2023-01-01T00:00:00+00:00,30d,5.0,623,49.884,12.488956,0.641486,0.612023,0.670308,1,1
