cell_id,expected_count,forecast_start_days,horizon_days,lat_center,lon_center,probability_at_least_one,rate_per_year,threshold
cell_00_00,0.312313,18941.366,0.0821,20.5,88.5,0.268248,1388.831163,5.0
cell_00_01,0.689298,18941.366,0.0821,20.5,89.5,0.498072,3065.251705,5.0
cell_00_02,0.265608,18941.366,0.0821,20.5,90.5,0.23326,1181.135661,5.0
cell_00_03,0.290202,18941.366,0.0821,20.5,91.5,0.251888,1290.506775,5.0
cell_00_04,0.854317,18941.366,0.0821,20.5,92.5,0.574426,3799.079448,5.0
cell_00_05,3.306245,18941.366,0.0821,20.5,93.5,0.963346,14702.60433,5.0
cell_00_06,4.387547,18941.366,0.0821,20.5,94.5,0.987569,19511.066038,5.0
cell_00_07,1.657077,18941.366,0.0821,20.5,95.5,0.809304,7368.888018,5.0
cell_01_00,0.357164,18941.366,0.0821,21.5,88.5,0.300342,1588.280092,5.0
cell_01_01,0.655183,18941.366,0.0821,21.5,89.5,0.480653,2913.545365,5.0
cell_01_02,0.249174,18941.366,0.0821,21.5,90.5,0.220555,1108.054439,5.0
cell_01_03,0.375908,18941.366,0.0821,21.5,91.5,0.313334,1671.630509,5.0
cell_01_04,1.907226,18941.366,0.0821,21.5,92.5,0.851508,8481.280462,5.0
cell_01_05,6.383328,18941.366,0.0821,21.5,93.5,0.998311,28386.14136,5.0
cell_01_06,8.119899,18941.366,0.0821,21.5,94.5,0.999702,36108.531977,5.0
cell_01_07,2.917444,18941.366,0.0821,21.5,95.5,0.945928,12973.634851,5.0
cell_02_00,0.042128,18941.366,0.0821,22.5,88.5,0.041253,187.340946,5.0
cell_02_01,0.146137,18941.366,0.0821,22.5,89.5,0.13596,649.857631,5.0
cell_02_02,0.237567,18941.366,0.0821,22.5,90.5,0.211456,1056.441378,5.0
cell_02_03,1.078781,18941.366,0.0821,22.5,91.5,0.65999,4797.249765,5.0
cell_02_04,4.749584,18941.366,0.0821,22.5,92.5,0.991345,21121.016212,5.0
cell_02_05,10.076482,18941.366,0.0821,22.5,93.5,0.999958,44809.295567,5.0
cell_02_06,15.884036,18941.366,0.0821,22.5,94.5,1.0,70635.018318,5.0
cell_02_07,8.407974,18941.366,0.0821,22.5,95.5,0.999777,37389.575098,5.0
cell_03_00,0.003338,18941.366,0.0821,23.5,88.5,0.003333,14.844929,5.0
cell_03_01,0.056696,18941.366,0.0821,23.5,89.5,0.055119,252.12455,5.0
cell_03_02,0.685406,18941.366,0.0821,23.5,90.5,0.496114,3047.945145,5.0
cell_03_03,1.890518,18941.366,0.0821,23.5,91.5,0.849006,8406.979158,5.0
cell_03_04,4.854947,18941.366,0.0821,23.5,92.5,0.99221,21589.556578,5.0
cell_03_05,14.775123,18941.366,0.0821,23.5,93.5,1.0,65703.773034,5.0
cell_03_06,23.488076,18941.366,0.0821,23.5,94.5,1.0,104449.564964,5.0
cell_03_07,10.809528,18941.366,0.0821,23.5,95.5,0.99998,48069.090905,5.0
cell_04_00,0.144356,18941.366,0.0821,24.5,88.5,0.13442,641.938259,5.0
cell_04_01,0.224504,18941.366,0.0821,24.5,89.5,0.201088,998.351794,5.0
cell_04_02,1.163082,18941.366,0.0821,24.5,90.5,0.687478,5172.129168,5.0
