cell_id,expected_count,forecast_start_days,horizon_days,lat_center,lon_center,probability_at_least_one,rate_per_year,threshold
cell_04_03,3.234469,18941.366,0.0821,24.5,91.5,0.960619,14383.422509,5.0
cell_04_04,5.830774,18941.366,0.0821,24.5,92.5,0.997064,25928.97799,5.0
cell_04_05,11.256954,18941.366,0.0821,24.5,93.5,0.999987,50058.758952,5.0
cell_04_06,24.514942,18941.366,0.0821,24.5,94.5,1.0,109015.955708,5.0
cell_04_07,15.765733,18941.366,0.0821,24.5,95.5,1.0,70108.93154,5.0
cell_05_00,0.556442,18941.366,0.0821,25.5,88.5,0.426755,2474.453591,5.0
cell_05_01,1.008386,18941.366,0.0821,25.5,89.5,0.635193,4484.208936,5.0
cell_05_02,2.526553,18941.366,0.0821,25.5,90.5,0.920066,11235.377785,5.0
cell_05_03,3.916935,18941.366,0.0821,25.5,91.5,0.980098,17418.291548,5.0
cell_05_04,4.100776,18941.366,0.0821,25.5,92.5,0.98344,18235.816158,5.0
cell_05_05,4.739892,18941.366,0.0821,25.5,93.5,0.99126,21077.912632,5.0
cell_05_06,11.25975,18941.366,0.0821,25.5,94.5,0.999987,50071.194471,5.0
cell_05_07,11.695692,18941.366,0.0821,25.5,95.5,0.999992,52009.792785,5.0
cell_06_00,2.071813,18941.366,0.0821,26.5,88.5,0.874043,9213.185147,5.0
cell_06_01,1.636152,18941.366,0.0821,26.5,89.5,0.805272,7275.837222,5.0
cell_06_02,2.462852,18941.366,0.0821,26.5,90.5,0.914808,10952.102273,5.0
cell_06_03,4.155541,18941.366,0.0821,26.5,91.5,0.984323,18479.352529,5.0
cell_06_04,8.362608,18941.366,0.0821,26.5,92.5,0.999767,37187.836417,5.0
cell_06_05,5.577372,18941.366,0.0821,26.5,93.5,0.996218,24802.119391,5.0
cell_06_06,2.544297,18941.366,0.0821,26.5,94.5,0.921472,11314.280837,5.0
cell_06_07,3.26108,18941.366,0.0821,26.5,95.5,0.961653,14501.756901,5.0
cell_07_00,4.418798,18941.366,0.0821,27.5,88.5,0.987951,19650.037696,5.0
cell_07_01,1.611748,18941.366,0.0821,27.5,89.5,0.800462,7167.313357,5.0
cell_07_02,1.412278,18941.366,0.0821,27.5,90.5,0.756412,6280.287608,5.0
cell_07_03,4.275915,18941.366,0.0821,27.5,91.5,0.986101,19014.647383,5.0
cell_07_04,8.557288,18941.366,0.0821,27.5,92.5,0.999808,38053.566308,5.0
cell_07_05,3.59125,18941.366,0.0821,27.5,93.5,0.972436,15969.995418,5.0
cell_07_06,0.685754,18941.366,0.0821,27.5,94.5,0.49629,3049.49404,5.0
cell_07_07,0.600159,18941.366,0.0821,27.5,95.5,0.451276,2668.860355,5.0
