cell_id,expected_count,forecast_start_days,horizon_days,lat_center,lon_center,probability_at_least_one,rate_per_year,threshold
cell_00_00,2.894686,18941.366,0.0821,20.5,88.5,0.944684,12872.433156,4.5
cell_00_01,4.693679,18941.366,0.0821,20.5,89.5,0.990847,20872.409537,4.5
cell_00_02,4.278442,18941.366,0.0821,20.5,90.5,0.986136,19025.883401,4.5
cell_00_03,5.146464,18941.366,0.0821,20.5,91.5,0.99418,22885.907901,4.5
cell_00_04,7.379023,18941.366,0.0821,20.5,92.5,0.999376,32813.91484,4.5
cell_00_05,8.836634,18941.366,0.0821,20.5,93.5,0.999855,39295.792336,4.5
cell_00_06,9.123087,18941.366,0.0821,20.5,94.5,0.999891,40569.624757,4.5
cell_00_07,7.029155,18941.366,0.0821,20.5,95.5,0.999114,31258.081522,4.5
cell_01_00,4.077072,18941.366,0.0821,21.5,88.5,0.983043,18130.40865,4.5
cell_01_01,6.386773,18941.366,0.0821,21.5,89.5,0.998316,28401.462281,4.5
cell_01_02,5.926999,18941.366,0.0821,21.5,90.5,0.997334,26356.884679,4.5
cell_01_03,8.742825,18941.366,0.0821,21.5,91.5,0.99984,38878.631859,4.5
cell_01_04,14.815016,18941.366,0.0821,21.5,92.5,1.0,65881.17227,4.5
cell_01_05,16.87221,18941.366,0.0821,21.5,93.5,1.0,75029.345982,4.5
cell_01_06,15.181613,18941.366,0.0821,21.5,94.5,1.0,67511.399605,4.5
cell_01_07,9.045469,18941.366,0.0821,21.5,95.5,0.999882,40224.467843,4.5
cell_02_00,5.024585,18941.366,0.0821,22.5,88.5,0.993426,22343.919985,4.5
cell_02_01,6.737743,18941.366,0.0821,22.5,89.5,0.998815,29962.197061,4.5
cell_02_02,8.18167,18941.366,0.0821,22.5,90.5,0.99972,36383.223793,4.5
cell_02_03,13.3213,18941.366,0.0821,22.5,91.5,0.999998,59238.740905,4.5
cell_02_04,19.363391,18941.366,0.0821,22.5,92.5,1.0,86107.427828,4.5
cell_02_05,19.337513,18941.366,0.0821,22.5,93.5,1.0,85992.350098,4.5
cell_02_06,16.940259,18941.366,0.0821,22.5,94.5,1.0,75331.955304,4.5
cell_02_07,10.710187,18941.366,0.0821,22.5,95.5,0.999978,47627.333272,4.5
cell_03_00,5.917314,18941.366,0.0821,23.5,88.5,0.997308,26313.814014,4.5
cell_03_01,7.744619,18941.366,0.0821,23.5,89.5,0.999567,34439.69049,4.5
cell_03_02,11.314088,18941.366,0.0821,23.5,90.5,0.999988,50312.831827,4.5
cell_03_03,16.042123,18941.366,0.0821,23.5,91.5,1.0,71338.01927,4.5
cell_03_04,17.512274,18941.366,0.0821,23.5,92.5,1.0,77875.657773,4.5
cell_03_05,15.9576,18941.366,0.0821,23.5,93.5,1.0,70962.152303,4.5
cell_03_06,14.905696,18941.366,0.0821,23.5,94.5,1.0,66284.420859,4.5
cell_03_07,10.428999,18941.366,0.0821,23.5,95.5,0.99997,46376.912745,4.5
cell_04_00,5.533887,18941.366,0.0821,24.5,88.5,0.996049,24608.745307,4.5
cell_04_01,9.457707,18941.366,0.0821,24.5,89.5,0.999922,42057.654389,4.5
cell_04_02,14.3665,18941.366,0.0821,24.5,90.5,0.999999,63886.659168,4.5
cell_04_03,18.009353,18941.366,0.0821,24.5,91.5,1.0,80086.130712,4.5
cell_04_04,17.690668,18941.366,0.0821,24.5,92.5,1.0,78668.961568,4.5
cell_04_05,14.530382,18941.366,0.0821,24.5,93.5,1.0,64615.430119,4.5
cell_04_06,13.256221,18941.366,0.0821,24.5,94.5,0.999998,58949.337116,4.5
cell_04_07,10.59743,18941.366,0.0821,24.5,95.5,0.999975,47125.912221,4.5
cell_05_00,6.998884,18941.366,0.0821,25.5,88.5,0.999087,31123.467743,4.5
cell_05_01,14.508956,18941.366,0.0821,25.5,89.5,1.0,64520.14959,4.5
cell_05_02,20.74217,18941.366,0.0821,25.5,90.5,1.0,92238.745451,4.5
cell_05_03,19.567276,18941.366,0.0821,25.5,91.5,1.0,87014.087437,4.5
cell_05_04,16.840835,18941.366,0.0821,25.5,92.5,1.0,74889.824897,4.5
cell_05_05,14.088746,18941.366,0.0821,25.5,93.5,0.999999,62651.508168,4.5
cell_05_06,15.308923,18941.366,0.0821,25.5,94.5,1.0,68077.537014,4.5
cell_05_07,16.87815,18941.366,0.0821,25.5,95.5,1.0,75055.761332,4.5
cell_06_00,9.874866,18941.366,0.0821,26.5,88.5,0.999949,43912.724835,4.5
cell_06_01,14.050315,18941.366,0.0821,26.5,89.5,0.999999,62480.609509,4.5
cell_06_02,18.306176,18941.366,0.0821,26.5,90.5,1.0,81406.078861,4.5
cell_06_03,19.078792,18941.366,0.0821,26.5,91.5,1.0,84841.83737,4.5
cell_06_04,19.056035,18941.366,0.0821,26.5,92.5,1.0,84740.637275,4.5
cell_06_05,15.476881,18941.366,0.0821,26.5,93.5,1.0,68824.432266,4.5
cell_06_06,14.5151,18941.366,0.0821,26.5,94.5,1.0,64547.471469,4.5
cell_06_07,16.621789,18941.366,0.0821,26.5,95.5,1.0,73915.746865,4.5
cell_07_00,10.513911,18941.366,0.0821,27.5,88.5,0.999973,46754.508192,4.5
cell_07_01,9.767659,18941.366,0.0821,27.5,89.5,0.999943,43435.985029,4.5
cell_07_02,10.775941,18941.366,0.0821,27.5,90.5,0.999979,47919.734512,4.5
cell_07_03,14.451291,18941.366,0.0821,27.5,91.5,0.999999,64263.718201,4.5
cell_07_04,16.850893,18941.366,0.0821,27.5,92.5,1.0,74934.55376,4.5
cell_07_05,14.072416,18941.366,0.0821,27.5,93.5,0.999999,62578.892046,4.5
cell_07_06,11.103108,18941.366,0.0821,27.5,94.5,0.999985,49374.621231,4.5
cell_07_07,8.91357,18941.366,0.0821,27.5,95.5,0.999865,39637.921177,4.5
